Name,Latitude,Longitude,Description
PATCHWRECK,24.559765,-81.620178,"WRECK AND GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
PATCHWRECK B,24.883776,-80.57476,Wreck
PATCHWRECK4,24.55890700000001,-81.47315,Wreck
PATCHWRK LM,24.670401,-80.963059,Wreck
PELICAN,24.48335700000001,-81.610085,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
Pickles Reef,24.985607,-80.416239,PICKLES REEF AREA - BOTTOM FISHING IS GOOD FOR SNAPPER AND GROUPER - CHUM HEAVY
PICKLESWRK,24.988739,-80.41561,PICKLES REEF WRECK AREA
PIKEPATCH,24.938783,-80.48741699999999,"LOBSTER, SNAPPER, GROUPER -CHARTER BOAT RINGO SPOT"
PLATFORMARGI,25.01674,-80.37264,
pro pat011,25.124837,-80.34478,anhor chum fish around this deeper ledge use two chum blocks incoming or ebb tide
pro pat012,25.113904,-80.35528600000001,anhor chum fish around this deeper ledge use two chum blocks incoming or ebb tide
pro pat013,25.136346,-80.33340200000001,anhor chum in over 10 ft fish use two chum blocks incoming or ebb tide mangrove ytail grouper
pro pat014,25.019831,-80.422293,anhor chum in over 15 ft fish use two chum blocks incoming or ebb tide mangrove ytail grouper
pro pat015,25.018616,-80.43871900000001,anhor chum in over 15 ft fish use two chum blocks incoming or ebb tide mangrove ytail grouper
pro patch1,25.127239,-80.319721,anhor chum fish around this deeper ledge use two chum blocks last 2 hours of falling tide
pro patch2,25.138313,-80.313276,anhor chum fish around this deeper ledge use two chum blocks last 2 hours of falling tide
pro patch3,25.142717,-80.31197,anhor chum fish around this deeper ledge use two chum blocks last 2 hours of falling tide
pro patch4,25.138141,-80.292304,anhor chum fish around this deeper ledge use two chum blocks last 2 hours of falling tide
pro patch5,25.132942,-80.295999,anhor chum fish around this deeper ledge use two chum blocks last 2 hours of falling tide
PT109140FTGROUPER,24.928617,-80.46211700000001,
reefedge11,25.099278,-80.293639,anhor chum fish use two chum blocks incoming or ebb tide mangrove ytail grouper
reefedge12,24.77832,-80.70263,anhor chum bottom fish in fish use two chum blocks incoming or ebb tide mangrove ytail grouper
reefedge13,24.906886,-80.523842,anhor chum bottom fish in fish use two chum blocks incoming or ebb tide mangrove ytail grouper
reefedge15,24.641066,-81.049362,anhor chum bottom fish in fish use two chum blocks incoming or ebb tide mangrove ytail grouper
reefedge2,25.106481,-80.28677,anhor chum fish around this deeper ledge use two chum blocks incoming or ebb tide
reefedge4,25.090237,-80.30242300000001,anhor chum fish around this deeper ledge use two chum blocks incoming or ebb tide
ROBIN HOOD,24.000438,-82.799806,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
ROCK PILE 11,24.540744,-81.74936700000001,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
ROCK PILE 13,24.509523,-81.80340700000001,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
ROCK PILE 17,24.517841,-81.763182,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
ROCK PILE 22,24.534277,-81.833868,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
ROCK PILE 23,24.535403,-81.83215199999999,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
ROCK PILE 33,24.509556,-81.84012900000001,Rocks or Natural Live Bottom Area
ROCK PILE 332,24.513197,-81.84620099999999,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
ROCK PILE 34,24.56241,-81.80727,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
ROCK PILE12,24.540276,-81.818894,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
ROCK PILE2,24.534096,-81.832143,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
ROCKBOTM04,24.557177,-81.811689,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
ROCKBOTM21,24.685724,-83.05019299999999,Rocks or Natural Live Bottom Area
ROCKBOTM24,24.679453,-83.037967,Rocks or Natural Live Bottom Area
ROCKBOTM26,24.681333,-83.031886,Rocks or Natural Live Bottom Area
ROCKBOTM3,24.550563,-81.82361,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
ROCKBOTM4,24.55747300000001,-81.811348,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
ROCKLOBSTER4,24.551516,-81.809794,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
ROCKYBOTM4,24.551672,-81.808977,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
ROCKYBOTOM4,24.5474,-81.82696900000001,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
Sand Island A,25.01902,-80.36922,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
SATIN SPOT,24.443333,-81.98,TOURNAMENT FISHING - WILD INJUN WIN IN 2002
SCAT REEF A,24.647061,-83.076504,Rocks or Natural Live Bottom Area
SCAT REEF B,24.648432,-83.07664699999999,Rocks or Natural Live Bottom Area
SCAT REEF D1,24.456597,-81.951983,Rocks or Natural Live Bottom Area
SCAT REEF N,24.455092,-81.950321,Rocks or Natural Live Bottom Area
SCAT REEF02,24.453423,-81.955145,Rocks or Natural Live Bottom Area
SCATE REEF C,24.638727,-83.081462,Rocks or Natural Live Bottom Area
SCATPATCH2,24.455265,-81.948318,Rocks or Natural Live Bottom Area
SCATREEF 1A,24.620047,-83.08422,Rocks or Natural Live Bottom Area
SCATREEF S,24.45325800000001,-81.963984,Rocks or Natural Live Bottom Area
SCATREEFA3,24.444435,-81.959313,Rocks or Natural Live Bottom Area
SCATREEFB,24.512104,-82.712332,Rocks or Natural Live Bottom Area
SCATREEFD2,24.491094,-81.89381899999999,Rocks or Natural Live Bottom Area
SCATREEFG3,24.455931,-81.949477,Rocks or Natural Live Bottom Area
SCATREEFG6,24.492426,-81.89081899999999,Rocks or Natural Live Bottom Area
SCATREEFH4,24.453587,-81.949315,Rocks or Natural Live Bottom Area
SCATREEFJ1,24.479067,-81.911677,Rocks or Natural Live Bottom Area
SCATREEFY1,24.484427,-81.904814,Rocks or Natural Live Bottom Area
SEVEN MILE 1,24.582917,-81.158067,"7 MILE BRIDGE, SPANS"
SEVEN MILE 2,24.583667,-81.15598300000001,7 MILE BRIDGE
SEVEN MILE 3,24.582833,-81.15983300000001,"7 MILE BRIDGE, SPANS"
SEVEN MILE 4,24.60555,-81.166667,OLD SEVEN MILE BRIDGE
SHRIMPBOAT B,24.98717,-80.41633,OLD WRECK - HOLDS SNAPPER - NIGHT FISHING
SOUTHLEDGE1,24.441028,-81.957942,Trolling and Bottom Fishing
SOUTHPRIDE,24.63376,-83.13317600000001,"GOOD WRECK, BOTTOM FISHING"
SPEARFISH B,24.838683,-80.632783,"SPEARFISHING FOR HOGFISH, SNAPPER, GROUPER, LOBSTERING"
Spiegel Grove,25.010589,-80.373169,CHECK REGULATIONS
SPUEGEL BOTOM,25.066,-80.312333,EXCELLENT GROUPER SNAPPER CHUM HEAVY
STARGAZER,24.455,-81.86666700000001,UNDERWATER SCULPTURES
STEELBEAMS,24.775457,-80.82135200000001,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
SWIFTWATER,24.69000000000001,-80.856674,LIVE BOTTOM IN AREA
TAIL R,24.427483,-82.41251699999999,"MELTON BOAT - 56 POUND KINGFISH, COBIA AND DOLPHIN"
TAIL ROCK,24.429283,-82.416983,TAIL END
TAILENDBY,24.4107,-82.49695,"BUOY, BAIT AT OR NEAR BOUY"
TAILENDSOUTH,24.419694,-82.617277,trolling and bottom fishing - good spot
THUNDERBOLT,24.658,-80.965,188 FT LONG NAVY CABLE VESSEL
TIDE RIP D,24.813222,-80.425091,TIDE RIP NEAR HUMP - MAHI AND SAILFISH
tortugaedge,24.409585,-82.54541,trolling and bottom fishing
tortugas a,24.421271,-82.52005800000001,Bottom fishing for snapper and grouper
TORTUGAS B,24.41225,-82.491083,MELTON BOAT - BIG KINGFISH - GOOD FISHING TROLLING AND BOTTOM FISHING
TORTUGASRN,24.731667,-82.785,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
tortugaTROLL,24.417368,-82.51815600000001,"trolling for sailfish, cobia, cero and kingfish"
troll27,24.559458,-81.321506,Trolling Area - See Notes on Area in your GPS unit
trolling1,24.519223,-81.643891,Good live bait trolling for several species
trolling13,24.575259,-81.392647,Trolling and Bottom Fishing
trolling14,24.601166,-81.35814600000001,Good trolling and bottom fishing area - bIg Kingfish
trolling4,24.52862,-81.612191,Good Live Bait Trolling )COBIA/KINGS/Cero Mackerel
trolling5,24.536737,-81.574618,Good trolling with live bait
TurtleShoaL1,25.02567,-80.39467000000001,"DANGER - CORAL, ROCKS, SHOAL"
USS CURB,24.436867,-81.768783,213 FT. NAVY SALVAGE VESSEL
USS KENDRICK,24.460133,-81.601067,448 FT. BRISTOL CLASS DESTROYER
USS SAUFLEY,24.449033,-81.5829,377 FT. FLETCHER CLASS DESTROYER
VANDENBERG,24.45995,-81.73646700000001,522 FEET MISSILE TRACKING SHIP
VITRIC WRECK,24.967066,-80.31644,"REEF MATERIAL AND GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
WALL95FTMUTTONS,24.937617,-80.47075,
Wall95ftmuttons1,24.938583,-80.4761,WALL95FTMUTTONS
WESTDRYROCK,24.435017,-81.95415,45 POUND KINGFISH ON THE PATSY IN 2001 - GOOD SPOT
WESTSAMBO,24.474167,-81.7445,WEST SAMB REEF SPOT
WhiteBank2,25.04258,-80.37143,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
WILKESBARGE2,24.4849,-81.55336699999999,610 FOOT CRUISER
WILKESBARGE3,24.484483,-81.5523,610 FOOT LIGHT CRUISER
Winch Hole,25,-80.37439999999999,REEF AND WRECK AREA HERE TO SOUTHE AND EAST
WIRE HOLE,24.490001,-81.677217,"REEF MATERIAL AND GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
WOLF REEF,25.020622,-80.39692100000001,3 REEFBALLS DEPLOYED - HOLDS BAIT AND FISH
WRECK MUTTONS3,24.906717,-80.512467,ANCHOR VERY CLOSE TO WRECK AND CHUM MUTTONS FROM WRECK
WRECK04,24.458313,-82.253609,Wreck
wreck43,24.479942,-81.54962500000001,Old Wreck Aj Groouper and good trolling with live bait
WRECKCARLOSBIGMUTTONS,24.9364,-80.43601700000001,
WRECKISLKEY,24.666882,-80.866242,Wreck
WRECKMUTTONS,24.88655,-80.499133,MUTTONS ON WRECK
yellowtail01,24.486566,-81.705049,Flag yellowtail and other snapper
YELLOWTAIL1,25.176671,-80.23994999999999,GOOD CHUM FISHING ON BOTTOM
YELLOWTAIL12,24.54205,-81.82428299999999,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
YELLOWTAIL13,24.540834,-81.82306199999999,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
YELLOWTAIL2,25.155827,-80.2662,BOTTOM FISHING CHUMMING
YELLOWTAIL35,24.558233,-81.352481,"Yellowtail Snapper - Check laws, may be closed for fishing"
YELLOWTIL36,24.552913,-81.37346700000001,Yellow Tail Snapper
YT TAILROCK,24.552847,-81.816675,Live Bottom Rocks or good structure for drfit fishing lostering or Anchor chum fishing
YTAIL GROUPER,24.994517,-80.386867,YTAIL AND GROUPER ANCHOR AND CHUM HEAVY WAIT THEY WILL COME
